Handle,,,Vendor,Product Category,Type,,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
brightwell-microbacter-start-xlm,,,Brightwell,,Additifs,,TRUE,Size,500ml,,,,,,0,shopify,2,deny,manual,56.99,,TRUE,TRUE,'810086019526,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/U0rrJkg.png?v=1714069624,1,,FALSE,,,,,,,,,,,,,,,kg,,37.86,TRUE,,,TRUE,,,active
brightwell-microbacter-start-xlm,,,,,,,,,250 ml,,,,,,0,shopify,5,deny,manual,31.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,20.75,,,,,,,
brightwell-microbacter-start-xlm,,,,,,,,,125 ml,,,,,,0,shopify,0,deny,manual,20.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,13.67,,,,,,,
brightwell-restor,,,Brightwell,,Additifs,,TRUE,Size,500ml,,,,,,0,shopify,2,deny,manual,26.99,,TRUE,TRUE,'810086010547,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/RejAIC5.png?v=1673206367,1,,FALSE,,,,,,,,,,,,,,,kg,,17.54,TRUE,,,TRUE,,,active
brightwell-restor,,,,,,,,,250 ml,,,,,,0,shopify,2,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,9.65,,,,,,,
brightwell-frag-recover,,,Brightwell,,Traitement,,TRUE,Size,250ml,,,,,,0,shopify,1,deny,manual,14.99,,TRUE,TRUE,'810086019434,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/RFPXLCe.png?v=1673128253,1,,FALSE,,,,,,,,,,,,,,,kg,,8.22,TRUE,,,TRUE,,,active
brightwell-frag-recover,,,,,,,,,500ml,,,,,,0,shopify,2,deny,manual,22.99,,TRUE,TRUE,'810086019441,,,,,,,,,,,,,,,,,,,kg,,14.71,,,,,,,
brightwell-fish-recover-m,,,Brightwell,,Traitement,,FALSE,Size,250ml,,,,,,400,shopify,0,deny,manual,17.99,,TRUE,TRUE,'810086019175,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/fish-recover-m.png?v=1673128178,1,,FALSE,,,,,,,,,,,,,,,kg,,7.27,TRUE,,,TRUE,,,draft
brightwell-fish-recover-m,,,,,,,,,500ml,,,,,,400,shopify,0,deny,manual,23.99,,TRUE,TRUE,'810086019182,,,,,,,,,,,,,,,,,,,kg,,12.99,,,,,,,
instant-ocean-reef-crystal-boite-de-200-gallons,,,Instant Ocean,,Sel Marin,,TRUE,Size,50 gallons,,,,,,20000,shopify,3,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Ue21tq2.png?v=1714078011,1,,FALSE,,,,,,,,,,,,,,,kg,,67.85,TRUE,,,TRUE,,,active
instant-ocean-reef-crystal-boite-de-200-gallons,,,,,,,,,200 gallons,,,,,,20000,shopify,5,deny,manual,95.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,67.85,,,,,,,
instant-ocean-boite-de-200-gallons,,,Instant Ocean,,Sel Marin,,TRUE,Title,Default Title,,,,,,20000,shopify,5,deny,manual,79.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/x9jKghA.png?v=1714078085,1,,FALSE,,,,,,,,,,,,,,,kg,,55.34,TRUE,,,TRUE,,,active
egeria-densa,,,AquaZen,,Plante,,TRUE,Title,Default Title,,,,,,0,shopify,2,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Egeriadensa.jpg?v=1672448066,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
roche-marco,,,AquaZen,,Roche,,TRUE,Size,1 lb,,,,,,0,shopify,10,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/D8mpu1u.png?v=1672356261,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
aquaillumination-prime-eau-douce,,,AquaIllumination,,Lumière,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,349.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/S6MN5Mf_1.png?v=1691172436,1,,FALSE,,,,,,,,,,,,,,,kg,,227.19,TRUE,,,TRUE,,,active
disque-a-air,,,Underwater Treasure,,Misc,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/bubblediskstone.png?v=1671658066,1,,FALSE,,,,,,,,,,,,,,,kg,,3.78,TRUE,,,TRUE,,,active
pierre-a-air-longue,,,Underwater Treasure,,Misc,,TRUE,Size,4'',,,,,,0,shopify,2,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/bubblemistairstonelong.png?v=1673894118,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
pierre-a-air-longue,,,,,,,,,12'',,,,,,0,shopify,2,deny,manual,7.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pierre-a-air-petit,,,Underwater Treasure,,Misc,,TRUE,Size,1 pierre,,,,,,0,shopify,2,deny,manual,2.69,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/L41tQ2C_acd1bb8e-ea6a-48df-a334-051afbd021eb.png?v=1671657757,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/L41tQ2C.png?v=1671657757,kg,,,TRUE,,,TRUE,,,active
pierre-a-air-petit,,,,,,,,,2 pierres,,,,,,0,shopify,2,deny,manual,3.09,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/L41tQ2C.png?v=1671657757,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/9OevzNT.png?v=1671657757,kg,,,,,,,,,
pierre-a-air-petit,,,,,,,,,4 pierres,,,,,,0,shopify,3,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/9OevzNT.png?v=1671657757,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
thermometre-en-verre,,,Underwater Treasure,,Chauffe-Eau,,TRUE,Title,Default Title,,,,,,0,shopify,3,deny,manual,3.99,,TRUE,TRUE,'628742021000,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Glassthermometer.png?v=1671656224,1,,FALSE,,,,,,,,,,,,,,,kg,,1.76,TRUE,,,TRUE,,,active
filet-fin-pour-poisson,,,Underwater Treasure,,Misc,,TRUE,Size,4'',,,,,,0,shopify,0,deny,manual,2.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/xeZnZRA.png?v=1671656138,1,,FALSE,,,,,,,,,,,,,,,kg,,1.44,TRUE,,,TRUE,,,active
filet-fin-pour-poisson,,,,,,,,,5'',,,,,,0,shopify,0,deny,manual,3.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,1.66,,,,,,,
filet-fin-pour-poisson,,,,,,,,,6'',,,,,,0,shopify,0,deny,manual,4.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,2.07,,,,,,,
filet-fin-pour-poisson,,,,,,,,,10'',,,,,,0,shopify,1,deny,manual,5.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,3.31,,,,,,,
filet-pour-poisson-epais,,,Underwater Treasure,,Misc,,TRUE,Size,3'',,,,,,0,shopify,1,deny,manual,2.99,,TRUE,TRUE,'628742020249,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Net.png?v=1671655699,1,,FALSE,,,,,,,,,,,,,,,kg,,1.38,TRUE,,,TRUE,,,active
filet-pour-poisson-epais,,,,,,,,,4'',,,,,,0,shopify,3,deny,manual,2.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,1.44,,,,,,,
filet-pour-poisson-epais,,,,,,,,,5'',,,,,,0,shopify,1,deny,manual,2.99,,TRUE,TRUE,'628742020171,,,,,,,,,,,,,,,,,,,kg,,1.81,,,,,,,
filet-pour-poisson-epais,,,,,,,,,6'',,,,,,0,shopify,0,deny,manual,3.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,2.07,,,,,,,
filet-pour-poisson-epais,,,,,,,,,8'',,,,,,0,shopify,0,deny,manual,4.99,,TRUE,TRUE,'628742020201,,,,,,,,,,,,,,,,,,,kg,,2.69,,,,,,,
filet-pour-poisson-epais,,,,,,,,,10'',,,,,,0,shopify,0,deny,manual,5.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,3.31,,,,,,,
julian-sprungs-sea-veggies,,,Two Little Fishies,,Nourriture,,TRUE,Color,Vert,,,,,,0,shopify,3,deny,manual,13.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/seaveggiesgreen.png?v=1671654055,1,,FALSE,,,,,,,,,,,,,,,kg,,7.33,TRUE,,,TRUE,,,active
julian-sprungs-sea-veggies,,,,,,,,,Rouge,,,,,,0,shopify,2,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,7.33,,,,,,,
julian-sprungs-sea-veggies,,,,,,,,,Mauve,,,,,,0,shopify,3,deny,manual,13.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,7.33,,,,,,,
veggie-clip,,,Two Little Fishies,,Nourriture,,TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/veggiemag.png?v=1671653850,1,,FALSE,,,,,,,,,,,,,,,kg,,18.25,TRUE,,,TRUE,,,active
revive-dip,,,Two Little Fishies,,Traitement,,TRUE,Title,Default Title,,,,,,400,shopify,0,deny,manual,15.99,,TRUE,TRUE,'748172422120,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/revive.png?v=1673894052,1,,FALSE,,,,,,,,,,,,,,,kg,,9.46,TRUE,,,TRUE,,,active
reacteur-phosban,,,Two Little Fishies,,Filtration,,TRUE,Size,150,,,,,,300,shopify,1,deny,manual,78.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Phosban150.png?v=1671653263,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Phosban150.png?v=1671653263,kg,,55.45,TRUE,,,TRUE,,,active
reacteur-phosban,,,,,,,,,550,,,,,,400,shopify,1,deny,manual,119.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/phosban550.png?v=1671653263,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/phosban550.png?v=1671653263,kg,,89.51,,,,,,,
npx-biopellets,,,Two Little Fishies,,Filtration,,TRUE,Size,200ml,,,,,,0,shopify,-1,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/npxbiopellets.png?v=1671653117,1,,FALSE,,,,,,,,,,,,,,,kg,,11.13,TRUE,,,TRUE,,,active
npx-biopellets,,,,,,,,,400ml,,,,,,0,shopify,0,deny,manual,31.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,21.47,,,,,,,
epoxy-aquaristik,,,Two Little Fishies,,Aquascape,,TRUE,Color,Gris,,,,,,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,'748172440629,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/aquaristikgreay.png?v=1673893980,1,,FALSE,,,,,,,,,,,,,,,kg,,11.29,TRUE,,,TRUE,,,active
epoxy-aquaristik,,,,,,,,,Rouge,,,,,,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,'748172442005,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/aquaristikred.png?v=1673893980,2,,,,,,,,,,,,,,,,,kg,,11.29,,,,,,,
two-little-fishies-accurasea,,,Two Little Fishies,,Misc,,TRUE,Title,Default Title,,,,,,200,shopify,2,deny,manual,16.99,,TRUE,TRUE,'748172507001,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Acurasea.png?v=1671652713,1,,FALSE,,,,,,,,,,,,,,,kg,,9.63,TRUE,,,TRUE,,,active
two-little-fishies-acropower,,,Two Little Fishies,,Additifs,,TRUE,Size,250ml,,,,,,400,shopify,0,deny,manual,19.99,,TRUE,TRUE,'748172500552,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ACROPOWER.png?v=1671652490,1,,FALSE,,,,,,,,,,,,,,,kg,,10.94,TRUE,,,TRUE,,,active
two-little-fishies-acropower,,,,,,,,,500ml,,,,,,700,shopify,3,deny,manual,29.99,,TRUE,TRUE,'748172500569,,,,,,,,,,,,,,,,,,,kg,,17.13,,,,,,,
two-little-fishies-acropower,,,,,,,,,1L,,,,,,1300,shopify,2,deny,manual,46.99,,TRUE,TRUE,'748172500576,,,,,,,,,,,,,,,,,,,kg,,27.51,,,,,,,
tunze-comline-doc-skimmer-9012,,,Tunze,,Écumeur de Protéine,,TRUE,Title,Default Title,,,,,,5000,shopify,1,deny,manual,380,454.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/UudSF6s.png?v=1671306005,1,,FALSE,,,,,,,,,,,,,,,kg,,351.72,TRUE,,,TRUE,,,active
tunze-comline-doc-skimmer-9004-dc,,,Tunze,,Écumeur de Protéine,,TRUE,Title,Default Title,,,,,,4000,shopify,0,deny,manual,250,305.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/vHxrQCI.png?v=1671305887,1,,FALSE,,,,,,,,,,,,,,,kg,,236.08,TRUE,,,TRUE,,,active
tunze-comline-doc-skimmer-9004,,,Tunze,,Écumeur de Protéine,,TRUE,Title,Default Title,,,,,,3000,shopify,0,deny,manual,200,254.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/skimmer9004.png?v=1671305685,1,,FALSE,,,,,,,,,,,,,,,kg,,190.88,TRUE,,,TRUE,,,active
tunze-comline-doc-skimmer-9001,,,Tunze,,Écumeur de Protéine,,TRUE,Title,Default Title,,,,,,3000,shopify,0,deny,manual,195.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/skimmer9001.png?v=1671305537,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
sicce-whale,,,Sicce,,Filtration,,FALSE,Size,120,,,,,,3000,shopify,0,deny,manual,129.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Whale.png?v=1671305251,1,,FALSE,,,,,,,,,,,,,,,kg,,95.07,TRUE,,,TRUE,,,draft
sicce-whale,,,,,,,,,200,,,,,,4000,shopify,0,deny,manual,182.99,,TRUE,TRUE,'8011469957103,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/NGUxe6l.png?v=1671305253,2,,,,,,,,,,,,,,,,,kg,,114.47,,,,,,,
sicce-whale,,,,,,,,,350,,,,,,5000,shopify,0,deny,manual,239.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/KpilMFx.png?v=1671305252,3,,,,,,,,,,,,,,,,,kg,,154.64,,,,,,,
sicce-whale,,,,,,,,,500,,,,,,7000,shopify,0,deny,manual,279.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/WjJs8vO.png?v=1671305252,4,,,,,,,,,,,,,,,,,kg,,187.11,,,,,,,
sicce-whale,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/1hFisqm.png?v=1671305252,5,,,,,,,,,,,,,,,,,,,,,,,,,,
sicce-whale,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/9CdELvu.png?v=1671305252,6,,,,,,,,,,,,,,,,,,,,,,,,,,
sicce-voyager,,,Sicce,,Pompe,,FALSE,Size,2,,,,,,2000,shopify,0,deny,manual,76.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Voyageur.png?v=1671302654,1,,FALSE,,,,,,,,,,,,,,,kg,,46.58,TRUE,,,TRUE,,,draft
sicce-voyager,,,,,,,,,3,,,,,,2000,shopify,0,deny,manual,81.99,,TRUE,TRUE,'8011469998205,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/osFzeeW.png?v=1671302676,2,,,,,,,,,,,,,,,,,kg,,52.65,,,,,,,
sicce-voyager,,,,,,,,,4,,,,,,2000,shopify,0,deny,manual,116.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/E9Yj6UK.png?v=1671302680,3,,,,,,,,,,,,,,,,,kg,,71.69,,,,,,,
sicce-voyager-nano,,,Sicce,,Pompe,,TRUE,Size,1000,,,,,,1500,shopify,2,deny,manual,48.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/voyageurnano.png?v=1714079890,1,,FALSE,,,,,,,,,,,,,,,kg,,28.49,TRUE,,,TRUE,,,active
sicce-voyager-nano,,,,,,,,,2000,,,,,,1500,shopify,1,deny,manual,55.99,,TRUE,TRUE,'8011469959329,,,,,,,,,,,,,,,,,,,kg,,31.05,,,,,,,
siccec-syncra-silent,,,Sicce,,Pompe,,TRUE,Size,0.5,,,,,,400,shopify,1,deny,manual,60.99,,TRUE,TRUE,'8011469995884,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Syncra.jpg?v=1714079833,1,,FALSE,,,,,,,,,,,,,,,kg,,33.75,TRUE,,,TRUE,,,active
siccec-syncra-silent,,,,,,,,,1,,,,,,500,shopify,1,deny,manual,76.99,,TRUE,TRUE,'8011469995785,,,,,,,,,,,,,,,,,,,kg,,44.42,,,,,,,
siccec-syncra-silent,,,,,,,,,1.5,,,,,,1000,shopify,0,deny,manual,75.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,54.95,,,,,,,
siccec-syncra-silent,,,,,,,,,2,,,,,,1000,shopify,0,deny,manual,139.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,74.93,,,,,,,
siccec-syncra-silent,,,,,,,,,3,,,,,,1000,shopify,0,deny,manual,167.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,92.34,,,,,,,
siccec-syncra-silent,,,,,,,,,3.5,,,,,,1000,shopify,1,deny,manual,195.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,111.78,,,,,,,
siccec-syncra-silent,,,,,,,,,4,,,,,,1500,shopify,0,deny,manual,237.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,131.49,,,,,,,
siccec-syncra-silent,,,,,,,,,5,,,,,,2000,shopify,1,deny,manual,279.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,158.22,,,,,,,
sicce-shark-adv,,,Sicce,,Filtration,,TRUE,Size,400,,,,,,500,shopify,0,deny,manual,42.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Shark.png?v=1714079936,1,,FALSE,,,,,,,,,,,,,,,kg,,30.24,TRUE,,,TRUE,,,active
sicce-shark-adv,,,,,,,,,600,,,,,,500,shopify,0,deny,manual,49.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,35.51,,,,,,,
sicce-shark-adv,,,,,,,,,800,,,,,,500,shopify,2,deny,manual,54.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,38.34,,,,,,,
seapora-spirulina-brine-shrimp,,,Seapora,,Nourriture,,TRUE,Title,Default Title,,,,,,0,shopify,16,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/spirulinabrine.png?v=1702150628,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
seapora-skimmer-hang-on-back,,,Seapora,,Écumeur de Protéine,,TRUE,Title,Default Title,,,,,,5000,shopify,1,deny,manual,319.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/skimmerhangonback.png?v=1671298480,1,,FALSE,,,,,,,,,,,,,,,kg,,159.96,TRUE,,,TRUE,,,active
serapora-frozen-mysis-shrimp,,,Seapora,,Nourriture,,TRUE,Title,Default Title,,,,,,0,shopify,9,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Mysisshrimp.png?v=1702150675,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
seapora-filtre-a-eponge,,,Seapora,,Filtration,,TRUE,Size,S,,,,,,0,shopify,2,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/filterspnge.png?v=1671298286,1,,FALSE,,,,,,,,,,,,,,,kg,,7.02,TRUE,,,TRUE,,,active
seapora-filtre-a-eponge,,,,,,,,,M,,,,,,200,shopify,2,deny,manual,15.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,7.72,,,,,,,
seapora-filtre-a-eponge,,,,,,,,,L,,,,,,200,shopify,2,deny,manual,20.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,10.53,,,,,,,
seapora-rouleau-de-soie-filtrante,,,Seapora,,Filtration,,TRUE,Size,10 pieds carré,,,,,,200,shopify,4,deny,manual,11.99,,TRUE,TRUE,'622841040405,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/filterfloss.png?v=1671298127,1,,FALSE,,,,,,,,,,,,,,,kg,,5.86,TRUE,,,TRUE,,,active
seapora-rouleau-de-soie-filtrante,,,,,,,,,20 pieds carré,,,,,,200,shopify,3,deny,manual,18.99,,TRUE,TRUE,'622841040412,,,,,,,,,,,,,,,,,,,kg,,10.86,,,,,,,
seapora-sac-de-media-filtrant,,,Seapora,,Filtration,,TRUE,Size,S: 5 x 3,,,,,,0,shopify,5,deny,manual,3.99,,TRUE,TRUE,'628742020089,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/filterbag.png?v=1671297962,1,,FALSE,,,,,,,,,,,,,,,kg,,1.35,TRUE,,,TRUE,,,active
seapora-sac-de-media-filtrant,,,,,,,,,L: 8 x 6,,,,,,0,shopify,6,deny,manual,5.99,,TRUE,TRUE,'628742020072,,,,,,,,,,,,,,,,,,,kg,,1.82,,,,,,,
seapora-sac-de-media-filtrant,,,,,,,,,XL: 12 x 8,,,,,,0,shopify,10,deny,manual,7.99,,TRUE,TRUE,'628742020065,,,,,,,,,,,,,,,,,,,kg,,2.43,,,,,,,
seapora-plancton-lyophilise,,,Seapora,,Nourriture,,TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,17.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/dryplankton.png?v=1671297788,1,,FALSE,,,,,,,,,,,,,,,kg,,8.72,TRUE,,,TRUE,,,active
seapora-krill-lyophilise,,,Seapora,,Nourriture,,TRUE,Size,14g,,,,,,0,shopify,0,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/drykirll.png?v=1671297732,1,,FALSE,,,,,,,,,,,,,,,kg,,5.34,TRUE,,,TRUE,,,active
seapora-krill-lyophilise,,,,,,,,,28g,,,,,,0,shopify,0,deny,manual,17.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,8.72,,,,,,,
seapora-oeufs-dartemia,,,Seapora,,Nourriture,,TRUE,Title,Default Title,,,,,,0,shopify,6,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/brineshrimpeggs.png?v=1714079720,1,,FALSE,,,,,,,,,,,,,,,kg,,4.85,TRUE,,,FALSE,,,active
seapora-frozen-brine-shrimp,,,Seapora,,Nourriture,,TRUE,Title,Default Title,,,,,,0,shopify,11,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/brineshrimop.png?v=1702150592,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
seapora-frozen-bloodworms,,,Seapora,,Nourriture,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/bloodworms_e380aea3-d8bb-42aa-81c1-ba8afbc80ace.png?v=1702150540,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
seapora-phos-pad,,,Seapora,,Filtration,,TRUE,Title,Default Title,,,,,,200,shopify,4,deny,manual,12.99,,TRUE,TRUE,'628742020034,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/phosphatepad.png?v=1671296472,1,,FALSE,,,,,,,,,,,,,,,kg,,6.86,TRUE,,,TRUE,,,active
seapora-nitrate-nitrite-pad,,,Seapora,,Filtration,,TRUE,Title,Default Title,,,,,,0,shopify,5,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/nitratepad.png?v=1671296401,1,,FALSE,,,,,,,,,,,,,,,kg,,6.35,TRUE,,,TRUE,,,active
seapora-poly-pad,,,Seapora,,Filtration,,TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,5.99,,TRUE,TRUE,'628742020003,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/filterpad.png?v=1671296348,1,,FALSE,,,,,,,,,,,,,,,kg,,2.77,TRUE,,,TRUE,,,active
seapora-carbon-pad,,,Seapora,,Filtration,,TRUE,Title,Default Title,,,,,,200,shopify,1,deny,manual,11.99,,TRUE,TRUE,'628742020010,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/carbonpad.png?v=1671296276,1,,FALSE,,,,,,,,,,,,,,,kg,,6.07,TRUE,,,TRUE,,,active
seapora-ammonia-pad,,,Seapora,,Filtration,,TRUE,Title,Default Title,,,,,,200,shopify,2,deny,manual,8.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ammoniapad.png?v=1671296179,1,,FALSE,,,,,,,,,,,,,,,kg,,5.6,TRUE,,,TRUE,,,active
seachem-filtreur-tidal,,,Seachem,,Filtration,,TRUE,Size,35,,,,,,1000,shopify,4,deny,manual,62.99,,TRUE,TRUE,'000116065818,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Tidal.png?v=1714065198,1,,FALSE,,,,,,,,,,,,,,,kg,,41.69,TRUE,,,TRUE,,,active
seachem-filtreur-tidal,,,,,,,,,55,,,,,,2000,shopify,3,deny,manual,74.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/04tidal-basket-media.jpg?v=1714065230,2,,,,,,,,,,,,,,,,,kg,,51.99,,,,,,,
